FirstName,LastName,BillingCountry,BillingCity,billingState,Sale_FirstName,Sale_LastName,salesMade,ArtistName,AlbumName,GenreName,trackSales,invoiceSales
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Scorpions,20th Century Masters - The Millennium Collection: The Best of Scorpions,Rock,1.98,8.91
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,U2,Instant Karma: The Amnesty International Campaign to Save Darfur,Pop,1.98,8.91
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Iron Maiden,The Number of The Beast,Metal,1.98,8.91
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Iron Maiden,Virtual XI,Rock,1.98,8.91
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833.0400000000016,U2,Zooropa,Rock,1.98,5.94
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,System Of A Down,Mezmerize,Metal,1.98,5.94
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Metallica,Garage Inc. (Disc 1),Metal,1.98,5.94
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Kiss,Unplugged [Live],Rock,1.98,5.94
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,BBC Sessions [Disc 2] [Live],Rock,1.98,5.94
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,Coda,Rock,1.98,5.94
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Creedence Clearwater Revival,"Chronicle, Vol. 1",Rock,1.98,5.94
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,Os Paralamas Do Sucesso,Acústico MTV,Latin,1.98,5.94
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,1.98,5.94
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833.0400000000016,Guns N' Roses,Appetite for Destruction,Rock,1.98,5.94
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,Iron Maiden,Piece Of Mind,Metal,1.98,5.94
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,Iron Maiden,Powerslave,Metal,1.98,5.94
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,Iron Maiden,Rock In Rio [CD1],Metal,1.98,5.94
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Led Zeppelin,Led Zeppelin I,Rock,1.98,5.94
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Led Zeppelin,Led Zeppelin II,Rock,1.98,5.94
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,Led Zeppelin III,Rock,1.98,5.94
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,Physical Graffiti [Disc 2],Rock,1.98,5.94
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,Presence,Rock,1.98,5.94
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,R.E.M.,Green,Alternative & Punk,1.98,5.94
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Iron Maiden,Virtual XI,Rock,1.98,5.94
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,U2,How To Dismantle An Atomic Bomb,Rock,1.98,5.94
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Smashing Pumpkins,Rotten Apples: Greatest Hits,Alternative & Punk,1.98,5.94
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833.0400000000016,Iron Maiden,Seventh Son of a Seventh Son,Metal,1.98,5.94
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,Faith No More,Angel Dust,Alternative & Punk,1.98,5.94
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775.4000000000005,Spyro Gyra,Morning Dance,Jazz,1.98,5.94
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775.4000000000005,Stevie Ray Vaughan & Double Trouble,In Step,Blues,1.98,5.94
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,AC/DC,Let There Be Rock,Rock,1.98,5.94
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Godsmack,Faceless,Metal,1.98,5.94
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Metallica,Master Of Puppets,Metal,1.98,5.94
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Guns N' Roses,Appetite for Destruction,Rock,1.98,5.94
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,U2,War,Rock,1.98,5.94
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,The Black Crowes,Live [Disc 2],Blues,1.98,5.94
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,Faith No More,Angel Dust,Alternative & Punk,1.98,5.94
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Raimundos,Cesta Básica,Alternative & Punk,1.98,5.94
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,Amy Winehouse,Frank,Pop,1.98,5.94
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720.1600000000011,Metallica,Load,Metal,1.98,5.94
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Metallica,Ride The Lightning,Metal,1.98,5.94
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Led Zeppelin,Houses Of The Holy,Rock,1.98,5.94
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Led Zeppelin,IV,Rock,1.98,5.94
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,Eric Clapton,The Cream Of Clapton,Blues,1.98,5.94
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,R.E.M. Feat. Kate Pearson,Out Of Time,Alternative & Punk,1.98,5.94
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,BBC Sessions [Disc 2] [Live],Rock,1.98,3.96
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Led Zeppelin,Coda,Rock,1.98,3.96
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Green Day,American Idiot,Alternative & Punk,1.98,3.96
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Guns N' Roses,Appetite for Destruction,Rock,1.98,3.96
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Amy Winehouse,Back to Black,R&B/Soul,1.98,3.96
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Amy Winehouse,Frank,Pop,1.98,3.96
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,Iron Maiden,Seventh Son of a Seventh Son,Metal,1.98,3.96
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,Iron Maiden,Somewhere in Time,Metal,1.98,3.96
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,R.E.M. Feat. Kate Pearson,Out Of Time,Alternative & Punk,1.98,3.96
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Elis Regina,Elis Regina-Minha História,Latin,1.98,3.96
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Eric Clapton,The Cream Of Clapton,Blues,1.98,3.96
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Led Zeppelin,IV,Rock,1.98,3.96
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Led Zeppelin,In Through The Out Door,Rock,1.98,3.96
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833.0400000000016,Led Zeppelin,Led Zeppelin I,Rock,1.98,1.98
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Djavan,Djavan Ao Vivo - Vol. 02,Latin,1.98,1.98
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Iron Maiden,Seventh Son of a Seventh Son,Metal,1.98,1.98
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Green Day,American Idiot,Alternative & Punk,1.98,1.98
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Iron Maiden,No Prayer For The Dying,Metal,1.98,1.98
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,U2,War,Rock,1.98,1.98
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,The Who,My Generation - The Very Best Of The Who,Rock,1.98,1.98
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,1.98,1.98
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Creedence Clearwater Revival,"Chronicle, Vol. 1",Rock,1.98,1.98
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,O Terço,Compositores,Rock,1.98,1.98
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Titãs,Acústico,Alternative & Punk,1.98,1.98
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,U2,How To Dismantle An Atomic Bomb,Rock,1.98,1.98
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,Guns N' Roses,Use Your Illusion I,Rock,1.98,1.98
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Bossa Nova,1.98,1.98
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Queen,News Of The World,Rock,1.98,1.98
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Titãs,Acústico,Alternative & Punk,1.98,1.98
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,Kiss,Greatest Kiss,Rock,1.98,1.98
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,1.98
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Caetano Veloso,Prenda Minha,Latin,1.98,1.98
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,Chico Buarque,Minha Historia,Latin,1.98,1.98
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,Queen,Greatest Hits II,Rock,1.98,1.98
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Elis Regina,Elis Regina-Minha História,Latin,1.98,1.98
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Bruce Dickinson,Chemical Wedding,Metal,1.98,1.98
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,Judas Priest,Living After Midnight,Metal,1.98,1.98
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,Os Paralamas Do Sucesso,Arquivo II,Latin,1.98,1.98
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,1.98,1.98
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Led Zeppelin,In Through The Out Door,Rock,1.98,1.98
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,Spyro Gyra,Morning Dance,Jazz,1.98,1.98
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,The Tea Party,Tangents,Alternative & Punk,1.98,1.98
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833.0400000000016,Amy Winehouse,Back to Black,R&B/Soul,1.98,1.98
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,The Tea Party,Tangents,Alternative & Punk,1.98,1.98
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775.4000000000005,Eric Clapton,Unplugged,Latin,1.98,1.98
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,1.98
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,U2,Rattle And Hum,Rock,1.98,1.98
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),R&B/Soul,1.98,1.98
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,R.E.M.,New Adventures In Hi-Fi,Rock,1.98,1.98
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Caetano Veloso,Prenda Minha,Latin,1.98,1.98
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Gene Krupa,Up An' Atom,Jazz,1.98,1.98
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Kiss,Greatest Kiss,Rock,1.98,1.98
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Chico Buarque,Minha Historia,Latin,1.98,1.98
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,Led Zeppelin,Houses Of The Holy,Rock,1.98,1.98
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,Guns N' Roses,Use Your Illusion I,Rock,1.98,1.98
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,Iron Maiden,Powerslave,Metal,1.98,1.98
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,1.98
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Stone Temple Pilots,Core,Rock,1.98,1.98
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,The Who,My Generation - The Very Best Of The Who,Rock,1.98,1.98
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,U2,The Best Of 1980-1990,Rock,1.98,1.98
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Tim Maia,Serie Sem Limite (Disc 1),Latin,1.98,1.98
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,U2,B-Sides 1980-1990,Rock,1.98,1.98
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Eric Clapton,Unplugged,Latin,1.98,1.98
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Faith No More,Album Of The Year,Alternative & Punk,1.98,1.98
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775.4000000000005,Metallica,Master Of Puppets,Metal,1.98,1.98
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775.4000000000005,Os Paralamas Do Sucesso,Acústico MTV,Latin,1.98,1.98
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,Djavan,Djavan Ao Vivo - Vol. 02,Latin,1.98,1.98
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,Various Artists,Vozes do MPB,Latin,1.98,1.98
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,Creedence Clearwater Revival,"Chronicle, Vol. 2",Rock,1.98,1.98
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,Elis Regina,Elis Regina-Minha História,Latin,1.98,1.98
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,R.E.M.,The Best Of R.E.M.: The IRS Years,Alternative & Punk,1.98,1.98
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,Soundgarden,A-Sides,Rock,1.98,1.98
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Led Zeppelin,BBC Sessions [Disc 2] [Live],Rock,1.98,1.98
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775.4000000000005,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,1.98,1.98
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,Iron Maiden,Powerslave,Metal,1.98,1.98
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720.1600000000011,Metallica,Master Of Puppets,Metal,1.98,1.98
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,Olodum,Olodum,Latin,1.98,1.98
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,System Of A Down,Mezmerize,Metal,1.98,1.98
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Iron Maiden,Live At Donington 1992 (Disc 2),Rock,1.98,1.98
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,Metallica,Kill 'Em All,Metal,1.98,1.98
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720.1600000000011,Faith No More,Album Of The Year,Alternative & Punk,1.98,1.98
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720.1600000000011,Metallica,Garage Inc. (Disc 1),Metal,1.98,1.98
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,R.E.M.,New Adventures In Hi-Fi,Rock,1.98,1.98
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,1.98
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Spyro Gyra,Heart of the Night,Jazz,1.98,1.98
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Bossa Nova,1.98,1.98
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Iron Maiden,The Number of The Beast,Metal,1.98,1.98
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Led Zeppelin,BBC Sessions [Disc 2] [Live],Rock,1.98,1.98
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,Metallica,Kill 'Em All,Metal,1.98,1.98
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720.1600000000011,O Terço,Compositores,Rock,1.98,1.98
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,Metallica,Black Album,Metal,1.98,1.98
Julia,Barnett,USA,Salt Lake City,UT,Steve,Johnson,720.1600000000011,R.E.M.,The Best Of R.E.M.: The IRS Years,Alternative & Punk,1.98,1.98
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,Amy Winehouse,Back to Black,R&B/Soul,1.98,1.98
Kathy,Chase,USA,Reno,NV,Steve,Johnson,720.1600000000011,U2,All That You Can't Leave Behind,Rock,1.98,1.98
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,U2,Rattle And Hum,Rock,1.98,1.98
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,1.98,1.98
Lucas,Mancini,Italy,Rome,RM,Steve,Johnson,720.1600000000011,Queen,News Of The World,Rock,1.98,1.98
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Bruce Dickinson,Chemical Wedding,Metal,1.98,1.98
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Creedence Clearwater Revival,"Chronicle, Vol. 2",Rock,1.98,1.98
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720.1600000000011,U2,How To Dismantle An Atomic Bomb,Rock,1.98,1.98
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Eric Clapton,The Cream Of Clapton,Blues,1.98,1.98
Mark,Philips,Canada,Edmonton,AB,Steve,Johnson,720.1600000000011,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,1.98,1.98
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Iron Maiden,Rock In Rio [CD2],Rock,1.98,1.98
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Judas Priest,Living After Midnight,Metal,1.98,1.98
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Gene Krupa,Up An' Atom,Jazz,1.98,1.98
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Green Day,American Idiot,Alternative & Punk,1.98,1.98
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Planet Hemp,Os Cães Ladram Mas A Caravana Não Pára,Hip Hop/Rap,1.98,1.98
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Tim Maia,Serie Sem Limite (Disc 1),Latin,1.98,1.98
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Titãs,Volume Dois,Alternative & Punk,0.99,25.86
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,U2,Achtung Baby,Rock,0.99,25.86
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,U2,All That You Can't Leave Behind,Rock,0.99,23.86
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,U2,B-Sides 1980-1990,Rock,0.99,23.86
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,U2,Achtung Baby,Rock,0.99,21.86
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,U2,All That You Can't Leave Behind,Rock,0.99,21.86
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,U2,How To Dismantle An Atomic Bomb,Rock,0.99,21.86
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,U2,Pop,Rock,0.99,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Velvet Revolver,Contraband,Rock,0.99,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Vinícius De Moraes,Vinicius De Moraes,Latin,0.99,21.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,U2,All That You Can't Leave Behind,Rock,0.99,18.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,U2,B-Sides 1980-1990,Rock,0.99,18.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,U2,Pop,Rock,0.99,18.86
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Lenny Kravitz,Greatest Hits,Metal,0.99,18.86
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Velvet Revolver,Contraband,Rock,0.99,18.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Chris Cornell,Carry On,Alternative,0.99,16.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Sir Georg Solti & Wiener Philharmoniker,Wagner: Favourite Overtures,Classical,0.99,16.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Temple of the Dog,Temple of the Dog,Alternative,0.99,16.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,The Posies,Every Kind of Light,Rock,0.99,16.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Yo-Yo Ma,Bach: The Cello Suites,Classical,0.99,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Van Halen,Van Halen,Rock,0.99,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Van Halen,Van Halen III,Rock,0.99,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Vinícius De Moraes,Vinicius De Moraes,Latin,0.99,16.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,"Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair","Fauré: Requiem, Ravel: Pavane & Others",Classical,0.99,15.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Chris Cornell,Carry On,Alternative,0.99,15.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Luciana Souza/Romero Lubambo,Duos II,Latin,0.99,15.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Maurizio Pollini,Beethoven Piano Sonatas: Moonlight & Pastorale,Classical,0.99,15.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Michael Tilson Thomas & San Francisco Symphony,Berlioz: Symphonie Fantastique,Classical,0.99,15.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Scholars Baroque Ensemble,Handel: The Messiah (Highlights),Classical,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Audioslave,Revelations,Alternative,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Chicago Symphony Orchestra & Fritz Reiner,Scheherazade,Classical,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Edo de Waart & San Francisco Symphony,"Adams, John: The Chairman Dances",Classical,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,English Concert & Trevor Pinnock,Pachelbel: Canon & Gigue,Classical,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Eugene Ormandy,"Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",Classical,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Habib Koité and Bamada,Muso Ko,World,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Royal Philharmonic Orchestra & Sir Thomas Beecham,Haydn: Symphonies 99 - 104,Classical,0.99,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Temple of the Dog,Temple of the Dog,Alternative,0.99,15.86
